N1,妙,ミョウ,たえ,"délicat, subtil, étrange, bizarre, adroit, excellent",
N1,妥,ダ,-,"doux, calme, tranquille, approprié",
N1,妨,ボウ,さまた.げる,"déranger, empêcher, obstruer, entraver",
N1,翁,オウ,おきな,honorable vieillard,
N1,翻,"ホン, ハン",ひるがえ.る,"changer de sens, faire flotter (un drapeau), agiter, brandir, se retourner",
N1,翼,ヨク,つばさ,"aile, flanc",
N1,姫,キ,ひめ,princesse,
N1,姻,イン,-,"conjugal, mariage",
N1,姿,シ,すがた,"silhouette, apparence, forme",
N1,耐,タイ,た.える,"endurant, résistant, durable, endurer",
N1,娠,シン,-,femme enceinte,
N1,娯,ゴ,-,"loisir, distraction, divertissement",
N1,聖,"セイ, ショウ",ひじり,"sacré, saint",
N1,聴,チョウ,"き.く, ゆる.す",écouter,
N1,婿,セイ,むこ,"fiancé, marié, gendre",
N1,媒,バイ,-,"intermédiaire, médiateur",
N1,媛,エン,ひめ,"belle femme, princesse",
N1,嫁,カ,"よめ, とつ.ぐ, い.く","entrer dans une famille, mariage, mariée",
N1,嫌,"ケン, ゲン","きら.い, いや","détester, haïr",
N1,嫡,"チャク, テキ",-,"légitime (enfant, femme)",
N1,嬢,ジョウ,むすめ,"jeune fille, mademoiselle",
N1,孔,コウ,あな,"cavité, trou, fente",
N1,孝,"コウ, キョウ",-,"piété filiale, respect des anciens",
N1,孤,コ,-,"orphelin, seul",
N1,胎,タイ,-,"utérus, fœtus",
N1,胞,ホウ,-,"placenta, poche",
N1,胴,ドウ,-,"tronc (du corps), torse, coque (d'un bateau)",
N1,宗,"シュウ, ソウ",むね,"religion, confession religieuse, secte",
N1,脈,ミャク,すじ,"pouls, veine",
N1,脚,"キャク, キャ, カク",あし,"jambe, train d'atterissage",
N1,脱,ダツ,ぬ.ぐ,"déshabiller, s'échapper de, s'enfuir",
N1,宜,ギ,よろ.しい,"convenable, bon, bien",
N1,脹,チョウ,"は.れる, ふく.らむ","gonfler, enfler, grossir, se dilater",
N1,腐,フ,くさ.る,"pourrir, se détériorer, putréfier",
N1,宣,セン,のたま.う,"proclamer, annoncer",
N1,腸,チョウ,はらわた,"intestion, entrailles",
N1,宮,"キュウ, グウ",みや,"palais, sanctuaire shinto",
N1,膜,マク,-,membrane,
N1,宴,エン,うたげ,"banquet, fête",
N1,臨,リン,のぞ.む,"faire face, assister à, exceptionnel",
N1,寂,"ジャク, セキ","さび.しい, さみ.しい","solitude, seul, tranquillité",
N1,至,シ,いた.る,"extrême, aboutissement, arriver à",
N1,密,ミツ,ひそ.か,"secret, densité de population, minutieux",
N1,興,"コウ, キョウ",おこ.る,"intérêt, plaisir, se développer, prospérer",
N1,舌,ゼツ,した,langue (organe),
N1,舎,"シャ, セキ",やど.る,"auberge, chaumière, maison",
N1,舗,ホ,-,"magasin, boutique",
N1,寡,カ,-,"très peu, minorité, veuve",
N1,寧,ネイ,むし.ろ,"plutôt, assez, de préférence",
N1,審,シン,"つまび.らか, つぶさ.に","procès, jugement, audience (devant la cour)",
N1,寮,リョウ,-,"dortoir, foyer, pavillon",
N1,寸,スン,-,"dimension, mesure, unité de longueur (3,03 cm)",
